originator,stdErrMultiple,OML.ols,OML.mlm,GML.ols,GML.mlm,Competitive Suppression.ols,Competitive Suppression.mlm,Direct Suppression.ols,Direct Suppression.mlm,Generalized Competitive Suppression.ols,Generalized Competitive Suppression.mlm,Generalized Direct Suppression.ols,Generalized Direct Suppression.mlm,ROE Competitive Suppression.ols,ROE Competitive Suppression.mlm,ROE Direct Suppression.ols,ROE Direct Suppression.mlm
OML,1.1,-168.160163029526,-168.160163029526,-213.404084931345,-200.545284387431,-210.374528091794,-210.374528091794,-187.472399162827,-187.472399162827,-247.710613845741,-225.652524413848,-255.542252776027,-219.249162804393,-190.431077339935,-183.918338550083,-187.391669500184,-188.560779738673
OML,1.1,-202.849663383738,-202.849663383738,-237.089964795777,-220.315712126676,-230.799547659842,-230.799547659842,-210.329013934888,-210.329013934888,-263.178266663754,-256.371594257499,-244.333083456695,-227.660947905916,-212.734069264297,-207.011852856921,-340.316784887757,-221.677669701554
OML,1.1,-162.067781170457,-162.067781170457,-248.472979515597,-227.241654520535,-202.49010383272,-202.49010383272,-180.140783605629,-180.140783605629,-239.336388485244,-230.123075683948,-233.067967744956,-221.376522857863,-167.041416590242,-165.384863181705,-344.663728333774,-160.664685410641
OML,1.1,-191.233937200985,-191.233937200985,-226.288597374803,-217.810844256881,-227.453564123671,-227.453564123671,-202.210754955757,-202.210754955757,-257.187105164551,-246.182000441311,-233.65552114463,-216.214322092446,-203.884086711878,-203.322296969621,-405.252580009706,-392.017408289729
OML,1.1,-187.987279325055,-187.987279325055,-295.443713175482,-243.770782260972,-221.096901029659,-221.096901029659,-197.498377754032,-197.498377754032,-285.45097516685,-239.099925143686,-239.891737433728,-226.012746774405,-208.58438116892,-195.796448722845,-270.584160994628,-256.285726745066
OML,1.1,-188.431222314245,-188.431222314245,-232.016031533338,-221.021610979306,-217.380108190324,-217.380108190324,-191.78521854956,-191.78521854956,-276.92928090867,-260.657419085989,-530.796388759569,-351.119212477869,-223.893905337893,-201.150410290718,-351.980581706815,-325.557139749014
OML,1.1,-175.173761446389,-175.173761446389,-214.135707682001,-202.104382397646,-225.428691214116,-225.428691214116,-193.424258431504,-193.424258431504,-266.665228777017,-259.251415034706,-233.769215980676,-213.40039285994,-187.499966278971,-183.371754940989,-207.035736808983,-175.624971482698
OML,1.2,-176.206388080808,-176.206388080808,-215.809482771483,-205.083840463596,-211.728399935855,-211.728399935855,-188.150940741954,-188.150940741954,-257.463768875044,-230.555472097886,-230.624884700418,-213.077252860851,-192.485648598314,-186.351865549464,-289.966025193222,-289.10989508438
OML,1.2,-178.093275715022,-178.093275715022,-278.632976082982,-223.677909209383,-223.761821564852,-223.761821564852,-190.538808824891,-190.538808824891,-612.617915530061,-278.167428259925,-277.23467601894,-226.428647743796,-185.985160663693,-185.585385839583,-195.290970201623,-193.769140304159
OML,1.2,-196.590008870367,-196.590008870367,-238.320304380007,-231.881491929673,-233.134158478334,-233.134158478334,-253.241507295621,-253.241507295621,-263.409727844911,-253.017677860718,-283.330938679764,-276.545963433008,-200.055188929541,-198.813749970259,-318.494125364446,-221.031399791491
OML,1.2,-196.14640780604,-196.14640780604,-300.996614879909,-247.809805062994,-217.878090416617,-217.878090416617,-214.78880266438,-214.78880266438,-323.691763716001,-280.949708842138,-236.042660110276,-230.007856168502,-212.382629769199,-196.415751030364,-224.071660145861,-202.150631865316
OML,1.2,-175.343395027851,-175.343395027851,-219.467692602155,-206.236383618094,-206.48748542915,-206.48748542915,-199.555376528347,-199.555376528347,-245.543858496354,-233.682982413998,-222.164275965198,-208.348658154639,-187.431412617515,-179.516921019987,-224.707102021914,-175.983121555261
OML,1.2,-204.036369300162,-204.036369300162,-254.164535077756,-245.671651463874,-222.573088818772,-222.573088818772,-211.804343678574,-211.804343678574,-269.391390500382,-256.500835962545,-251.900908713086,-242.251635796378,-199.998369762368,-197.437737720553,-242.53395151041,-240.235934698785
OML,1.2,-174.312249080096,-174.312249080096,-211.220765906597,-198.598550811561,-220.587979890231,-220.587979890231,-191.252439997168,-191.252439997168,-245.276506238499,-237.585317524557,-229.527858956324,-210.679079084962,-179.921731368096,-180.399192737765,-190.501502094408,-176.784396211425
OML,1.2,-185.270755403386,-185.270755403386,-231.849294584928,-209.400624719756,-219.746036218762,-219.746036218762,-188.299961688534,-188.299961688534,-237.560694026759,-229.239877768109,-214.152582914973,-206.07052058171,-190.090338008106,-188.512884879123,-217.056246587302,-208.204708085756
OML,1.2,-208.946416808692,-208.946416808692,-653.669456457635,-420.872237027173,-237.19843548632,-237.19843548632,-214.676808398263,-214.676808398263,-285.401988737255,-272.242567281823,-397.145997291136,-325.77198322026,-219.370320295861,-216.206685627259,-250.752898592215,-236.888053303852
OML,1.2,-175.766146690607,-175.766146690607,-228.198904116156,-221.554095212351,-212.134779111502,-212.134779111502,-191.755295674744,-191.755295674744,-248.895145398459,-242.058066609195,-226.997092469126,-219.319728056688,-178.941306503396,-176.757040859065,-334.114519816424,-250.552896363231
OML,1.3,-259.167284737613,-259.167284737613,-747.954740112618,-404.053012558112,-242.659741387318,-242.659741387318,-224.31628302076,-224.31628302076,-275.732283687762,-269.293804211803,-276.095547812076,-253.019357169339,-276.029950170399,-271.518136216846,-344.99180878687,-333.813720912115
OML,1.3,-186.625012380245,-186.625012380245,-283.42406872188,-247.676034073299,-219.063195424263,-219.063195424263,-213.334162665185,-213.334162665185,-304.375676398155,-266.112463081929,-327.467640480468,-284.347311441556,-194.923030030355,-188.32271759014,-194.831502399497,-191.863331326083
OML,1.3,-204.84301409943,-204.84301409943,-264.222722189368,-247.157820528916,-225.805584097116,-225.805584097116,-205.188506009237,-205.188506009237,-252.923939798772,-240.435567907491,-266.901854439351,-260.968707712452,-215.944954190557,-207.840318763449,-322.055743994946,-276.75433110407
OML,1.3,-227.114295540473,-227.114295540473,-263.559633133612,-252.579104862343,-258.8983944319,-258.8983944319,-211.03001284817,-211.03001284817,-290.836568462929,-280.672348416735,-260.454951283924,-248.552393786847,-232.436080742213,-230.578513472042,-268.187257659435,-264.269613687679
OML,1.3,-208.056121638564,-208.056121638564,-251.01342454999,-242.427652362379,-242.180051649186,-242.180051649186,-211.775512914019,-211.775512914019,-279.177377354224,-271.577391218843,-258.711745701384,-249.934177252681,-216.036263528573,-215.032959132493,-279.698641932256,-238.87331348766
OML,1.3,-193.793275842631,-193.793275842631,-276.628176190421,-252.20248528739,-233.838080193858,-233.838080193858,-256.648501210559,-256.648501210559,-287.65574878933,-259.853325919798,-326.889960246958,-295.609590501449,-208.992178195659,-205.288104576317,-233.215615817938,-221.492559897847
OML,1.3,-201.304327251383,-201.304327251383,-220.384273009724,-212.785353848825,-236.274043900394,-236.274043900394,-215.04456077817,-215.04456077817,-260.8302618315,-254.434955072354,-239.958505456288,-229.851421867604,-207.131082455399,-204.856329642252,-221.567306388778,-219.974495461522
OML,1.3,-200.653814015071,-200.653814015071,-241.581395457445,-228.262089264101,-237.390802185917,-237.390802185917,-205.56850338218,-205.56850338218,-289.409356130767,-260.691889438752,-250.55403817053,-233.378838996491,-204.635497346193,-203.722341580049,-348.252484703927,-203.56016574884
OML,1.3,-202.993721483743,-202.993721483743,-226.025079347632,-219.71664753622,-233.235795580669,-233.235795580669,-211.442572175265,-211.442572175265,-279.488161866872,-269.23207488295,-229.685239600574,-221.700942345482,-209.565750759256,-204.055553528305,-264.286937121288,-263.2278139163
OML,1.3,-197.885673887627,-197.885673887627,-270.056845953318,-224.050328898902,-235.721184831974,-235.721184831974,-192.40315538976,-192.40315538976,-301.524918044035,-254.226824380088,-318.469178151226,-242.378886116878,-202.061418542472,-198.480654777119,-321.209718592102,-199.057298841972
OML,1.4,-194.072493460803,-194.072493460803,-238.382267006192,-231.661653417451,-218.23165488369,-218.23165488369,-204.982129662067,-204.982129662067,-263.870796220406,-252.244608148616,-239.959139484647,-235.000227495751,-200.185923496138,-193.645044972417,-216.420153677561,-234.948901166749
OML,1.4,-221.932197864333,-221.932197864333,-259.091548392382,-250.261759384281,-245.916842804578,-245.916842804578,-224.58158145642,-224.58158145642,-306.676353194179,-290.338150851108,-265.470628614809,-256.81949875655,-233.0472925903,-228.163710288758,-232.624068777079,-232.032387241701
OML,1.4,-205.149838140205,-205.149838140205,-328.793993841693,-257.855063264689,-227.883349837612,-227.883349837612,-203.031089801246,-203.031089801246,-314.261442050425,-261.230629402785,-400.305387016542,-278.677580088201,-220.367897366368,-212.003839904996,-316.546585428166,-314.730583182029
OML,1.4,-210.900928344621,-210.900928344621,-237.809262295405,-231.223672818698,-228.1727048486,-228.1727048486,-213.660979051692,-213.660979051692,-295.432127654177,-273.512949777413,-239.791549651698,-232.035729336066,-219.060552659881,-212.73521994609,-232.31554781484,-233.095970788873
OML,1.4,-204.593390108737,-204.593390108737,-230.701937367118,-218.272763544053,-248.011593371973,-248.011593371973,-203.198187689151,-203.198187689151,-336.239248337278,-295.182318210547,-229.251560033943,-221.887841588513,-202.464601315868,-201.946047570397,-293.313969000295,-206.554058565859
OML,1.4,-197.7676375157,-197.7676375157,-241.704929648146,-233.608616959237,-250.748166744712,-250.748166744712,-205.935361846488,-205.935361846488,-277.20410710761,-271.129972533397,-248.922730509749,-240.625921302147,-212.172697036254,-205.661343592815,-265.582673395167,-220.020231514187
OML,1.4,-220.119841687781,-220.119841687781,-285.950990231879,-257.7915023637,-238.700437666917,-238.700437666917,-226.258351058622,-226.258351058622,-255.503752362042,-244.940606479826,-285.140814060156,-262.947145500258,-217.158417931146,-217.427270795709,-250.956465814709,-252.730623083934
OML,1.4,-204.105593387072,-204.105593387072,-253.8884887955,-241.942416668941,-229.851990816636,-229.851990816636,-212.900831039333,-212.900831039333,-288.287738049066,-278.79221062075,-244.789008876365,-229.283692380779,-215.554418640444,-207.252742810876,-225.820475669964,-225.293409540995
OML,1.4,-192.440498165385,-192.440498165385,-227.281397418001,-218.854217973855,-224.751960418868,-224.751960418868,-206.165517962432,-206.165517962432,-271.098902840588,-264.227917596031,-263.689167287807,-247.210805869189,-204.633964145968,-198.504246764878,-225.486959022916,-199.79773869209
OML,1.4,-216.046596234104,-216.046596234104,-262.163957755766,-244.451753631342,-232.079320070052,-232.079320070052,-221.285306691716,-221.285306691716,-275.023203911093,-256.423346957612,-295.119263000725,-263.755862015094,-219.103257368796,-218.865817587497,-228.650005516172,-225.715485637248
OML,1.5,-207.938747303052,-207.938747303052,-232.676081803984,-213.784834983595,-245.758939615401,-245.758939615401,-212.335561752768,-212.335561752768,-302.623947528259,-295.387620255165,-229.228923211635,-218.600965162893,-216.773786524599,-215.915972269927,-237.903709492558,-206.886741645985
OML,1.5,-267.084602239711,-267.084602239711,-284.454059739939,-275.735467261095,-250.73577538607,-250.73577538607,-246.158705161316,-246.158705161316,-307.723472009355,-297.527242671065,-260.949587453358,-252.678556856441,-283.651172855935,-276.149063171303,-324.613687655854,-260.832650749839
OML,1.5,-209.080002631715,-209.080002631715,-263.890652685136,-252.795036543409,-229.741333539142,-229.741333539142,-217.868477737302,-217.868477737302,-322.098982254162,-306.812804175459,-265.071151764037,-247.585385090218,-215.855712421551,-213.289392648758,-250.237433988264,-251.043962588786
OML,1.5,-213.899808415918,-213.899808415918,-290.751385325362,-257.725180380165,-232.348079404135,-232.348079404135,-229.25051640595,-229.25051640595,-274.600158940314,-256.508443894807,-297.031575351889,-260.381675800809,-225.257791342647,-214.750972916848,-221.116503870625,-219.67488963745
OML,1.5,-211.787563922312,-211.787563922312,-371.626951685435,-245.497078588089,-235.263125881617,-235.263125881617,-225.695697939283,-225.695697939283,-333.956438439106,-269.375555390853,-248.754947038351,-236.096732762192,-212.654935904955,-211.944911975263,-231.601282881594,-222.216784251022
OML,1.5,-208.057594095846,-208.057594095846,-239.767264537354,-235.910434015518,-231.751050361851,-231.751050361851,-213.788929424886,-213.788929424886,-373.70779402541,-290.906808586666,-244.606303737567,-237.92994479282,-233.926652467791,-216.685095345422,-354.408306155842,-318.452658381118
OML,1.5,-197.327104852738,-197.327104852738,-241.688857097821,-232.294127748811,-215.455928288781,-215.455928288781,-212.644429300578,-212.644429300578,-259.699551702798,-249.498015737639,-237.509882512642,-231.029363127969,-203.458296156004,-198.859805695528,-256.158297197922,-258.01304003341
OML,1.5,-210.892387490145,-210.892387490145,-252.897873589071,-239.048813792541,-243.302748893924,-243.302748893924,-226.240204063482,-226.240204063482,-293.704673378589,-268.846189366473,-247.065745865547,-242.840702525759,-211.92557985106,-211.566789174138,-272.527674000564,-271.518443543803
OML,1.5,-199.168941859732,-199.168941859732,-288.181848670167,-273.026488597146,-234.410206514279,-234.410206514279,-214.608135589885,-214.608135589885,-270.316825099772,-263.002662855475,-299.571044129412,-279.849613929566,-228.478852379769,-206.436747144742,-221.916667989843,-221.251944031444
OML,1.5,-226.535774333761,-226.535774333761,-261.919440407227,-253.772945089933,-246.39158984186,-246.39158984186,-238.944049917172,-238.944049917172,-298.93873172938,-281.233490816756,-277.381596743706,-267.643852234637,-240.011073167194,-228.913748805927,-303.895749049508,-263.20732079936
OML,1.6,-229.368988863784,-229.368988863784,-255.466990870366,-250.093361558638,-251.816526359601,-251.816526359601,-233.46490963129,-233.46490963129,-291.154512634829,-276.147274156661,-267.983469727842,-255.388740410025,-235.646142939181,-232.808153679721,-243.205987204702,-231.489926711582
OML,1.6,-222.642534246529,-222.642534246529,-259.043742791442,-251.706036534768,-237.139157971067,-237.139157971067,-236.126821502941,-236.126821502941,-257.210119839243,-251.07253219877,-276.869306105984,-269.33528694862,-223.540740556103,-222.040192717059,-304.863465125885,-304.851244679445
OML,1.6,-232.266086473468,-232.266086473468,-277.710727466666,-262.14978721887,-258.132737726424,-258.132737726424,-227.74367163421,-227.74367163421,-287.354712269954,-277.412285560141,-246.701918759492,-238.21491037291,-237.560336298416,-234.925911014549,-273.857760026007,-245.889068372736
OML,1.6,-213.357421311153,-213.357421311153,-270.360876447963,-254.378775409361,-240.93467919525,-240.93467919525,-220.675369133285,-220.675369133285,-316.563751035442,-298.165036977149,-278.392475320349,-253.175439548289,-248.624734674369,-221.526022605407,-425.651685038376,-372.271714146753
OML,1.6,-216.336215164914,-216.336215164914,-312.175521132228,-278.370788944787,-239.72457190344,-239.72457190344,-217.159774736344,-217.159774736344,-330.343743192154,-279.17321432222,-338.350096636946,-308.165460577029,-225.097597757068,-221.587112010893,-220.093483767065,-218.167829832611
OML,1.6,-222.537156756062,-222.537156756062,-262.004752188665,-252.786390945081,-229.916472257912,-229.916472257912,-227.992182957525,-227.992182957525,-283.406104067434,-272.171491208028,-268.486317465542,-261.487345438528,-230.19201447621,-223.861698006429,-292.559790806521,-272.251185976905
